episode_id,season_id,episode_number,title,air_date,main_challenge,main_challenge_type,mini_challenge,runway_theme,lip_sync_song_id,lip_sync_track,eliminated_id,power_up_used,mini_challenge_winner_prize,maxi_challenge_prize,synopsis,untucked_notes
US07E03,US07,3,Shakesqueer,2015-03-16,"""Hamlet it up"" in two twisted Shakespeare classics – Romy and Juliet and MacBitch",Acting,Soul Train dance-off,Bearded and Beautiful (inspired by Milk ),S0066,main,Q0086,-,-,"Two couture latex creations, courtesy of Syren Latex","The maxi challenge: ""Hamlet it up"" in two twisted Shakespeare classics - *Romy and Juliet* and *MacBitch. The runway category is Bearded and Beautiful (inspired by Milk). Guest judges include Kat Dennings and Mel B. Jasmine Masters is eliminated.",-
US07E04,US07,4,Spoof! (There It Is),2015-03-23,Create a music video parody of a RuPaul song.,Song/Verse,-,Green,S0067,main,Q0080,-,-,3 year supply of essential family products from The Honest Company,"For the maxi challenge, the queens create a music video parody of a RuPaul song. The runway category is Green. Guest judges include Jessica Alba and Lucian Piane. Trixie Mattel is eliminated.",-
US07E05,US07,5,The DESPY Awards,2015-03-30,Come up with funny banter and take jabs at the other contestants while presenting awards for different categories at the first ever DESPY Awards .,Comedy,Make paper versions of classic red carpet outfits,-,S0215,main,Q0085,-,-,custom jewel packages from Fierce Drag Jewels,The maxi challenge: Come up with funny banter and take jabs at the other contestants while presenting awards for different categories at the first ever *DESPY Awards*. Guest judges include Isaac Mizrahi. Mrs. Kasha Davis is eliminated.,-
US07E06,US07,6,Ru Hollywood Stories,2015-04-06,"Reenact ""Whatever Happened to Merle Ginsberg"" from the point of view of Merle, RuPaul and Michelle Visage.",Acting,Pull cards out of Pit Crews' underpants to earn points,Death Becomes Her,S0069,main,Q0084,-,-,"$2,000 giftcard to FABRICplanet","The maxi challenge: Reenact ""Whatever Happened to Merle Ginsberg"" from the point of view of Merle, RuPaul and Michelle Visage. The runway category is Death Becomes Her. Guest judges include Ariana Grande and Merle Ginsberg. Katya wins the challenge, Kandy Ho is eliminated.",-
US07E07,US07,7,Snatch Game,2015-04-13,Snatch Game,Snatch Game,-,Leather & Lace,S0070,main,Q0083,-,-,Feather accessories from Mother Plucker,"The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Leather & Lace. Guest judges include Michael Urie and Tamar Braxton. Max is eliminated.",-
US07E08,US07,8,Conjoined Queens,2015-04-20,Create a conjoined twin makeover with a previously eliminated contestant,Makeover,Create prison uniform look,-,S0071,main,Q0082,-,-,A custom website by Square Space,"For the maxi challenge, the queens create a conjoined twin makeover with a previously eliminated contestant. Guest judges include LeAnn Rimes and Nelsan Ellis. Jaidynn Diore Fierce is eliminated.",-
US07E09,US07,9,Divine Inspiration,2015-04-27,Star in Musical versions of John Waters' most iconic films,Rusical,Reading is Fundamental,Ugliest dress ever,S0072,main,Q0081,-,-,A hair collection by Weavin' Steven,"For the maxi challenge, the queens star in Musical versions of John Waters' most iconic films. The runway category is Ugliest Dress Ever. Guest judges include John Waters and Demi Lovato. Miss Fame is eliminated.",-
US07E10,US07,10,Prancing Queens,2015-05-04,Dancing in a live drag dance spectacular,Talent Show,Create “Fake Housewives of Drag Race” look using tape,"Half man, half woman",S0073,main,Q0080,-,-,An original gown from Mountbatten Concepts and a gift card from Klein Epstein & Parker,"The maxi challenge: Dancing in a live drag dance spectacular. The runway category is Half man, half woman. Guest judges include Alyssa Milano and Rachel Harris. Trixie Mattel is eliminated.",-
US07E11,US07,11,"Hello, Kitty Girls!",2015-05-11,Create two outfits only using products provided by Hello Kitty,Design,Everybody Loves Puppets,Hello Kitty BFF Hello Kitty Eleganza,S0074,main,Q0079,-,-,Hello Kitty Extravaganza Package,"For the maxi challenge, the queens create two outfits only using products provided by Hello Kitty. Guest judges include Santino Rice and Rebecca Romijn. Katya is eliminated.",-
US07E12,US07,12,And The Rest Is Drag,2015-05-18,"Star in the music video for RuPaul's single ""Born Naked""",Finale,-,Best Drag,S0075,main,Q0078,-,-,-,"For the maxi challenge, the queens star in the music video for RuPaul's single ""Born Naked"". The runway category is Best Drag. Kennedy Davenport is eliminated.",-
US07E13,US07,13,Countdown to the Crown,2015-05-25,-,Clip Show,-,-,-,main,-,-,-,-,"In ""Countdown to the Crown,"" the queens take on the week's challenge.",-
US07E14,US07,14,The Grand Finale,2015-06-01,-,Finale,-,-,-,main,-,-,-,-,"In ""The Grand Finale,"" the queens take on the week's challenge.",-
US08E01,US08,1,Keeping it 100!,2016-03-07,Create an outfit based on design challenges from seasons past,Design,Photoshoot with past winners,-,S0076,main,Q0097,-,Assign the design challenges,-,"For the maxi challenge, the queens create an outfit based on design challenges from seasons past. Guest judges include Nicole Richie.",-
US08E02,US08,2,Bitch Perfect,2016-03-14,Perform in a collegiate acapella sing-off: Bitch Perfect,Singing,Latin dance-off to RuPaul's “Cha Cha Bitch”,Movie Premiere Realness,S0077,main,Q0099,-,-,-,"The maxi challenge: Bitch Perfect. The runway category is Movie Premiere Realness. Guest judges include Ester Dean, Jamal Sims, and Lucian Piane. Dax ExclamationPoint and Laila McQueen is eliminated.",-
US08E03,US08,3,RuCo's Empire,2016-03-21,Perform in two Empire-inspired acting scenes,Acting,Drag up supreme court robes,Rollergirl Realness,S0216,main,Q0098,-,-,-,"For the maxi challenge, the queens perform in two Empire-inspired acting scenes. The runway category is Rollergirl Realness. Guest judges include Faith Evans and Tasha Smith.",-
US08E04,US08,4,New Wave Queens,2016-03-28,Sing live in '80s style New Wave girl bands,Girl Group,-,Neon Realness,S0079,main,Q0097,-,-,-,"For the maxi challenge, the queens sing live in '80s style New Wave girl bands. The runway category is Neon Realness. Guest judges include Debbie Harry, Chris Stein, and Lucian Piane.",-
US08E05,US08,5,Supermodel Snatch Game,2016-04-04,Snatch Game,Snatch Game,-,Iconic Madonna Looks,S0080,main,Q0096,-,-,"A collection of handbags and wallets from Lux De Ville valued at $7,000","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Iconic Madonna Looks. Guest judges include Gigi Hadid and Chanel Iman.",-
US08E06,US08,6,Wizards of Drag,2016-04-11,Give a The Wizard of Oz -themed makeovers to cast members of Little Women: LA,Makeover,Reading is Fundamental,Wizard of Oz couture,S0081,main,Q0095,-,-,-,"The maxi challenge: c:oz:The Wizard of Oz (1939)"")* -themed makeovers to cast members of *Little Women: LA. The runway category is Wizard of Oz Couture. Guest judges include Todrick Hall and Marc Jacobs.",-
US08E07,US08,7,Shady Politics,2016-04-18,Work in pairs to shoot presidential campaign ads to smear their partner and stake their claim to be the first drag President of the U.S.A.,Acting,True/False guessing game with Pit Crew,Black & White Realness (inspired by Detox ),S0082,main,Q0094,-,-,-,The maxi challenge: Work in pairs to shoot presidential campaign ads to smear their partner and stake their claim to be the first drag President of the U.S.A. The runway category is Black & White Realness (inspired by Detox). Guest judges include Thomas Roberts and Vivica A. Fox.,-
US08E08,US08,8,RuPaul Book Ball,2016-04-25,Ball Challenge,Design,Everybody Loves Puppets,"The Book Ball: Baby Drag Realness, That's My Mama Realness, and Autobiographical Eleganza Extravaganza",S0083,main,Q0093,-,-,-,The maxi challenge: Ball Challenge. Guest judges include Amy Sedaris and David Sedaris.,-
US08E09,US08,9,The Realness,2016-05-02,"Star in the music video for RuPaul's song ""The Realness""",Finale,-,-,S0084,main,Q0092,-,-,-,"For the maxi challenge, the queens star in the music video for RuPaul's song ""The Realness"". Chi Chi DeVayne is eliminated.",-
US08E10,US08,10,Grand Finale,2016-05-16,-,Finale,-,-,-,main,-,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge.",-
US09E01,US09,1,Oh. My. Gaga!,2017-03-24,"Compete in the Miss Charisma, Uniqueness, Never & Talent pageant in two categories : one inspired by your hometown, the other inspired by your favorite Lady Gaga look",Talent Show,-,Frock Inspired by Your Home City Your Favorite Lady Gaga Drag,-,main,-,-,-,1 week getaway to The Grand Resort and Spa at Fort Lauderdale Beach.,"For the maxi challenge, the queens compete in the Miss Charisma, Uniqueness, Never & Talent pageant in two categories: one inspired by your hometown, the other inspired by your favorite Lady Gaga look. Guest judges include Lady Gaga. Nina Bo'Nina Brown wins the challenge.",-
US09E02,US09,2,She Done Already Done Brought It On,2017-03-31,Perform in a cheer battle,Talent Show,-,White Party,S0085,main,Q0114,-,-,Custom wig wardrobe from Rock Star Wigs,"For the maxi challenge, the queens perform in a cheer battle. The runway category is White Party. Guest judges include The B-52s. Valentina wins the challenge, Jaymes Mansfield is eliminated.",-
US09E03,US09,3,Draggily Ever After,2017-04-07,Create a fantasy fairy-tale princess and a sassy sidekick.,Design,-,-,S0086,main,Q0113,-,-,"$2,000 gift card from Casper, a mattress manufacturer","For the maxi challenge, the queens create a fantasy fairy-tale princess and a sassy sidekick. Guest judges include Cheyenne Jackson and Todrick Hall. Trinity Taylor wins the challenge, Kimora Blac is eliminated.",-
US09E04,US09,4,Good Morning Bitches!,2017-04-14,Star in morning talk shows,Acting,-,Naughty nighties,S0087,main,Q0112,-,-,"$1,000 and a one-year supply of burgers from Hamburger Mary's","For the maxi challenge, the queens star in morning talk shows. The runway category is Naughty Nighties. Guest judges include Jeffrey Bowyer-Chapman and Naya Rivera. Charlie Hides is eliminated.",-
US09E05,US09,5,Reality Stars: The Musical,2017-04-21,Perform in Kardashian: The Musical,Rusical,Pose in a sexy selfie with the Pit Crew,Faux Fur Realness,S0088,main,Q0111,-,"$1,000 from FierceQueen.com",A cruise for two with free airfare from AllOutVacations,The maxi challenge is the Musical. The runway category is Faux Fur Realness. Guest judges include Meghan Trainor and Todrick Hall. Shea Coulee wins the challenge.,-
US09E06,US09,6,Snatch Game,2017-04-28,Snatch Game,Snatch Game,-,"Night of 1,000 Madonnas: The Shequel",S0089,main,Q0098,-,-,"$2,000 prize package from Sparkle","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Night of 1,000 Madonnas: The Shequel. Guest judges include Candis Cayne and Denis O'Hare. Alexis Michelle wins the challenge, Cynthia Lee Fontaine is eliminated.",-
US09E07,US09,7,9021-HO,2017-05-05,"Act in the classic 90's high-school drama, 9021-HO",Acting,-,Big Hair Everywhere,S0090,main,Q0109,-,-,"$2,000 gift card from Fabric Planet","For the maxi challenge, the queens act in the classic 90's high-school drama, 9021-HO. The runway category is Big Hair Everywhere. Guest judges include Jennie Garth and Tori Spelling. Trinity Taylor wins the challenge, Aja is eliminated.",-
US09E08,US09,8,RuPaul Roast,2017-05-12,Perform a comedy roast of Michelle Visage,Comedy,Reading is Fundamental,-,S0091,main,Q0108,-,Decide the order of Roast and Trip for Two to Saguaro in Palm Springs for 4 days.,Five-year partnership with Squarespace,"For the maxi challenge, the queens perform a comedy roast of Michelle Visage. Guest judges include Tamar Braxton and Fortune Feimster. Peppermint wins the challenge, Farrah Moan is eliminated.",-
US09E09,US09,9,Your Pilot's On Fire,2017-05-19,"Create, write, and co-star in a TV pilot",Acting,-,Club Kid Couture,S0092,main,Q0107,-,-,"$1,000 for The Spa on Rodeo and a supply of hair care products by Aquage","For the maxi challenge, the queens create, write, and co-star in a TV pilot. The runway category is Club Kid Couture. Guest judges include Noah Galvin and Lisa Robertson. Valentina is eliminated.",-
US09E10,US09,10,Makeovers: Crew Better Work,2017-05-26,"Makeover crew members and perform a lip-sync of ""Click Clack (Make that Money)"" by RuPaul",Makeover,-,-,S0093,main,Q0106,-,-,"2 custom gowns made by David Meister while their drag sister won a $2,000 gift certificate to Klein Epstein Parker custom suits","For the maxi challenge, the queens makeover crew members and perform a lip-sync of ""Click Clack (Make that Money)"" by RuPaul. Guest judges include Kesha and Zaldy. Trinity Taylor wins the challenge, Nina Bo'Nina Brown is eliminated.",-
US09E11,US09,11,Gayest Ball Ever,2017-06-02,The Gayest Ball Ever,Design,Everybody Loves Puppets,"Rainbow-She-Betta-Do, Sexy Unicorn, and Village People Eleganza Extravaganza",S0094,main,Q0105,-,-,"2 VIP tickets to Cirque du Soleil's Zumanity: an Erotic Thrill Ride!, including air fare and deluxe Las Vegas accommodations.","The maxi challenge is the Gayest Ball Ever. Guest judges include Andie MacDowell and Joan Smalls. Shea Coulee wins the challenge, Alexis Michelle is eliminated.",-
US09E12,US09,12,Category Is,2017-06-09,"Write and perform a rap on RuPaul's new single ""Category Is"" and guest star on RuPaul's podcast with Michelle Visage.",Finale,-,-,S0095,main,-,-,-,-,"For the maxi challenge, the queens write and perform a rap on RuPaul's new single ""Category Is"" and guest star on RuPaul's podcast with Michelle Visage.",-
US09E13,US09,13,Reunited,2017-06-16,-,Reunion,-,-,-,main,-,-,-,-,"In ""Reunited,"" the queens take on the week's challenge.",-
US09E14,US09,14,Grand Finale,2017-06-23,-,Finale,-,-,S0096,main,-,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge.",-
US10E01,US10,1,10s Across The Board,2018-03-22,Drag on a Dime: construct a runway outfit from 99¢-store items,Design,Stand out on runway in a sea of queens,-,S0097,main,Q0127,-,"$2,000 gift card from Fierce Queen Heels.",A luxury Hawaiian getaway to Hale Mohalu Guesthouse and Retreat,"The maxi challenge: Construct a runway outfit out of miscellaneous items from a 99 Store. Guest judges include Christina Aguilera. Mayhem Miller wins the challenge, Vanessa Vanjie Mateo is eliminated.",-
US10E02,US10,2,PharmaRusical,2018-03-29,"Lip-sync and dance in ""PharmaRusical""",Rusical,Hay Girl Hay dance competition,Very Best Drag,S0098,main,Q0126,-,-,"A Suite Of Jewels From Fierce! Drag Jewels and a $2,000 gift card from Nailed by Christie","The maxi challenge: Lip-sync and dance in ""PharmaRusical"", inspired by pharmaceutical TV ads. The runway category is Very Best Drag. Guest judges include Halsey and Padma Lakshmi. The Vixen wins the challenge, Kalorie Karbdashian-Williams is eliminated.",-
US10E03,US10,3,Tap That App,2018-04-05,Star in commercials for drag-themed dating apps,Acting,Screen tests for Ru's chocolate bar campaign,Feathers,S0099,main,Q0125,-,-,"A $2,000 gift card from Casper Sleep and a $3,000 gift card from Catherine D'Lish","For the maxi challenge, the queens star in commercials for new Drag-themed dating apps. The runway category is Feathers. Guest judges include Courtney Love & Nico Tortorella. Asia O'Hara wins the challenge, Yuhua Hamasaki is eliminated.",-
US10E04,US10,4,The Last Ball on Earth,2018-04-12,Design three looks for The Last Ball on Earth,Design,Photobomb celebrity photographs,"Alaskan Winter Realness, Miami Summer Realness, and Martian Eleganza Extravaganza",S0100,main,Q0124,-,"A $1,000 credit from Postmates","A $2,000 gift card from D-Bleu-Dazzled and a wig wardrobe from RockStar Wigs","The maxi challenge is the Last Ball on Earth. The runway category is The Last Ball on Earth. Guest judges include Tisha Campbell Martin & Logan Browning. Aquaria wins the challenge, Dusty Ray Bottoms is eliminated.",-
US10E05,US10,5,The Bossy Rossy Show,2018-04-19,Improv on The Bossy Rossy Show (hosted by Ross Mathews),Acting,Drag up army duffel bag contents,Denim & Diamonds,S0220,main,Q0123,-,-,-,"The queens' improv skills are tested on the new talk show 'Bossy Rossy', hosted by Ross Mathews.",-
US10E06,US10,6,Drag Con Panel Extravaganza,2018-04-26,"In teams, produce and host DragCon panels",Acting,Identify objects by sitting on them,Hats Incredible,S0102,main,Q0122,-,-,-,"In teams the queens produce and host their own DragCon panels on makeup, hair and body.",-
US10E07,US10,7,Snatch Game,2018-05-03,Snatch Game,Snatch Game,Reading is Fundamental,Mermaid Fantasy (Salute to Bette Midler),S0103,main,Q0121,-,-,-,The queens impersonate celebrities in Snatch Game.,-
US10E08,US10,8,The Unauthorized Rusical,2018-05-10,"Perform in ""Cher: The Unauthorized Rusical""",Rusical,Slap Out Of It,Glitterific,S0104,main,Q0120,-,-,-,"The queens star in 'Cher: The Unauthorized Rusical', each playing a different era of Cher.",-
US10E09,US10,9,Breastworld,2018-05-17,"Act in the series ""Breastworld""",Acting,"Pants down, bottoms up",Silver Foxy,S0105,main,-,-,-,-,The queens are cast in the new series 'Breastworld'; the episode ends in a non-elimination.,-
US10E10,US10,10,Social Media Kings Into Queens,2018-05-24,Give drag makeovers to social-media stars,Makeover,Create a super macho character and pose for a man's body spray,Drag Family Values,S0106,main,Q0119,-,-,-,The queens give drag makeovers to social media stars and perform a homemade music video.,-
US10E11,US10,11,Evil Twins,2018-06-07,Present your best self and your evil twin,Acting,Resting Brunch Face,Double Trouble,S0107,main,Q0118,-,-,-,"The queens present two runway characters: their best selves and their evil twins, writing dialogue for both.",-
US10E12,US10,12,American,2018-06-14,"Write and perform a solo verse on RuPaul's ""American""",Song/Verse,-,Final Four Eleganza Extravaganza,S0108,main,-,-,-,-,The top four write and perform verses for RuPaul's single 'American' and guest on his podcast.,-
US10E13,US10,13,Queens Reunited,2018-06-21,-,Reunion,-,-,-,main,-,-,-,-,A reunion one week before the finale revisits the season's biggest moments and looks.,-
US10E14,US10,14,Grand Finale,2018-06-28,-,Finale,-,-,S0109,main,-,-,-,-,The top four battle in a lip-sync smackdown as RuPaul crowns the season winner.,-
US11E01,US11,1,Whatcha Unpackin?,2019-02-28,Create signature looks from materials belonging to former “RuPaul’s Drag Race” legends.,Design,Photo Shoot with Drag Race Legends,-,S0223,main,Q0141,-,"A $2,500 gift card from Arda Wigs","A seven-night stay in Paris, France courtesy of misterb&b","For the maxi challenge, the queens create signature looks from materials belonging to former ""RuPaul's Drag Race"" legends. Guest judges include Miley Cyrus. Brooke Lynn Hytes wins the challenge, Soju is eliminated.",-
US11E02,US11,2,"Good God Girl, Get Out",2019-03-07,"Act in a drag queen version of ""Black Panther""and""Get Out""",Acting,Celebrity Photo Bomb,What's Your Sign?,S0111,main,Q0140,-,"A $1,000 gift card from Fierce Queen","A $2,500 gift card from The Crème Shop","For the maxi challenge, the queens act in a drag queen version of ""Black Panther"" and ""Get Out"". The runway category is What's Your Sign?. Guest judges include Sydelle Noel and Bobby Moynihan. Kahanna Montrese is eliminated.",-
US11E03,US11,3,Diva Worship,2019-03-14,Perform live in a Diva Evangelical Talk Show,Acting,Seduce Your Way Into a Seduction Concert,Fringe,S0224,main,Q0139,-,-,-,The queens perform live in diva-worship evangelical talk shows.,-
US11E04,US11,4,Trump: The Rusical,2019-03-21,Trump: The Rusical,Rusical,Why You Maddow Tho?,Orange Alert,S0113,main,Q0138,-,-,-,"The queens stage 'Trump: The Rusical', a Grease-inspired musical set in the Trump School for Girls.",-
US11E05,US11,5,Monster Ball,2019-03-28,Showcase three Halloween inspired looks,Design,Transform yourself into living doll,"The Monster Ball (Trampy Trick or Treater, Witch, Please!, & MILF Eleganza)",S0225,main,Q0137,-,-,-,The queens showcase three Halloween-inspired looks in the Monster Ball.,-
US11E06,US11,6,The Draglympics,2019-04-04,"Perform in a free-style floor program which includes Fanography, Voguing, and Shablam",Talent Show,Galisthenics,All That Glitters Is Gold,S0115,main,Q0136,-,-,-,The queens compete athletically in the 69th International Draglympics free-style floor program.,-
US11E07,US11,7,From Farm to Runway,2019-04-11,Create a high fashion look made from organic materials to model on the runway,Design,Potato sack race,-,S0116,main,Q0135,-,-,-,The queens build high-fashion runway looks out of organic materials.,-
US11E08,US11,8,Snatch Game at Sea,2019-04-18,Snatch Game at Sea,Snatch Game,Pitch your own self-help book,Sequins on the Runway,S0117,main,-,-,-,-,The queens play a nautical edition of Snatch Game at Sea; the episode ends in a non-elimination.,-
US11E09,US11,9,L.A.D.P.!,2019-04-25,Perform in an improv comedy police sketch,Acting,Reading is Fundamental,Face-Kini Realness,S0118,main,Q0134,-,-,-,The queens perform an improv comedy police sketch in 'L.A.D.P.! (Los Angeles Drag Patrol)'.,-
US11E10,US11,10,Dragracadabra,2019-05-02,Perform in your very own magic show,Talent Show,Balls to the Wall,Caftan Realness,S0119,main,Q0133,-,-,-,The queens razzle-dazzle in their own magic shows.,-
US11E11,US11,11,Bring Back My Queens!,2019-05-09,Makeover returning contestants into a member of their own drag family,Makeover,Slap Out Of It,Drag Family Values,S0120,main,Q0132,-,-,-,"The queens give makeovers to returning queens, turning them into members of their own drag families.",-
US11E12,US11,12,Queens Everywhere,2019-05-16,"Write and record a verse in a performance of RuPaul's hit single ""Queens Everywhere""",Finale,-,Best Drag,S0226,main,Q0127,-,-,-,The top queens write and record verses for RuPaul's single 'Queens Everywhere' and guest on his podcast.,-
US11E13,US11,13,Reunited,2019-05-23,-,Reunion,-,-,-,main,-,-,-,-,A reunion one episode before the finale revisits the season's biggest moments.,-
US11E14,US11,14,Grand Finale,2019-05-30,-,Finale,-,-,S0122,main,-,-,-,-,The top four compete in a lip-sync smackdown as RuPaul crowns the season winner.,-
US12E01,US12,1,I’m That Bitch,2020-02-28,"Write and perform an original rap number to ""I'm That Bitch"".",Song/Verse,Model 2 looks,Sparkle,S0123,main,-,-,-,"A cash tip of $5,000","For the maxi challenge, the queens write and perform an original rap number to ""I'm That Bitch"". The runway category is Sparkle. Guest judges include Nicki Minaj.",-
US12E02,US12,2,You Don’t Know Me,2020-03-06,"Write and perform an original Fosse-inspired jazz number called ""You Don't Know Me"".",Song/Verse,Model 2 looks,Tulle,S0124,main,-,-,-,"A cash tip of $5,000","For the maxi challenge, the queens write and perform an original Fosse-inspired jazz number called ""You Don't Know Me"". The runway category is Tulle. Guest judges include Robyn and Thandie Newton.",-
US12E03,US12,3,World’s Worst,2020-03-13,"Improv in a talent competition, called ""World's Worst"".",Acting,Queer-Peer Assessment,Buttons and Bows,S0125,main,Q0154,-,-,"$5,000 cash prize which was donated to The Trevor Project","The maxi challenge: Improv in a talent competition, called ""World's Worst"". The runway category is Buttons and Bows. Guest judges include Olivia Munn. Sherry Pie wins the challenge, Dahlia Sin is eliminated.",-
US12E04,US12,4,The Ball Ball,2020-03-20,Showcase three looks in The Ball Ball,Design,“The Beehive Jive”,"Lady Baller, Basketball Wife Realess, and Balls to the Wall Eleganza",S0126,main,Q0153,-,"$2,500 cash prize and $2,500 donation in her name to Honeybees.org","$5,000 cash prize","The maxi challenge: Showcase three looks in The Ball Ball. Guest judges include Leslie Jones. Gigi Goode wins the challenge, Rock M. Sakura is eliminated.",-
US12E05,US12,5,Gay’s Anatomy,2020-03-27,"Overact in Gay's Anatomy, a parody of the popular TV show Grey's Anatomy",Acting,Pink Pill or Silver Pill,Planet of the Capes,S0127,main,Q0152,-,Assigning the roles for Gay's Anatomy,"$5,000 cash prize that was donated to The Trevor Project","The maxi challenge: Overact in Gay's Anatomy, a parody of the popular TV show Grey's Anatomy. The runway category is Planet of the Capes. Guest judges include Normani. Sherry Pie wins the challenge, Nicky Doll is eliminated.",-
US12E06,US12,6,Snatch Game,2020-04-03,Snatch Game,Snatch Game,-,Frozen Eleganza,S0128,main,Q0151,-,-,"$5,000 cash prize","The queens play the Snatch Game, impersonating celebrities for laughs. The runway category is Frozen Eleganza (Inspired by the Broadway Musical, *Frozen* ""wikipedia:Frozen (musical)"")). Guest judges include Daniel Franzese and Jonathan Bennett ""wikipedia:Jonathan Bennett (actor)""). Gigi Goode wins the challenge, Aiden Zhane is eliminated.",-
US12E07,US12,7,Madonna: The Unauthorized Rusical,2020-04-10,Record vocals and perform to them in Madonna: The Unauthorized Rusical .,Rusical,-,Night of a 1000 Michelle Visages,S0129,main,Q0150,-,-,"$5,000 cash prize","The maxi challenge is the Unauthorized Rusical. The runway category is Night of a 1000 Michelle Visages. Guest judges include Alexandria Ocasio-Cortez and Winnie Harlow. Gigi Goode wins the challenge, Brita is eliminated.",-
US12E08,US12,8,Droop,2020-04-17,Create and market a product for a new drag queen lifestyle brand.,Acting,"In pairs, curate a box of FabFitFun products for another duo, then gift it to them with shade .",Black Wedding,S0130,main,Q0149,-,"$1,000 and a 1 year subscription to FabFitFun","$5,000 cash prize","For the maxi challenge, the queens create and market a product for a new drag queen lifestyle brand. The runway category is Black Wedding / The Bride Wore Black ^1. Guest judges include Chaka Khan. Heidi N Closet wins the challenge, Jan is eliminated.",-
US12E09,US12,9,Choices 2020,2020-04-24,Compete on the political stage to become America's first drag queen president,Acting,"Audition for the title of ""Kitty Girl 2020""",Stars and Stripes Forever,S0131,main,Q0148,-,"$2,500 gift card to Fierce Drag Jewels","$5,000 cash prize","For the maxi challenge, the queens compete on the political stage to become America's first drag queen president. The runway category is Stars and Stripes Forever. Guest judges include Jeff Goldblum and Rachel Bloom. Jaida Essence Hall wins the challenge, Widow Von'Du is eliminated.",-
US12E10,US12,10,Superfan Makeover,2020-05-01,"Makeover Drag Race super fans and teach them to lip sync to ""U Wear It Well"" against eachother on the mainstage.",Makeover,Reading is Fundamental (unaired),Drag Family Resemblance,S0132,main,-,-,Unknown,"$5,000 cash prize & a $5,000 gift card for Jazz Essence Hall","For the maxi challenge, the queens makeover Drag Race super fans and teach them to lip sync to ""U Wear It Well"" against eachother on the mainstage. The runway category is Drag Family Resemblance. Guest judges include Daisy Ridley. Jaida Essence Hall wins the challenge.",-
US12E11,US12,11,One-Queen Show,2020-05-08,The queens perform in their own one woman show,Talent Show,Everybody Loves Puppets,The Color Purple,S0133,main,Q0147,-,Decide the One-Queen Show's order,"$5,000 cash prize","The maxi challenge is the queens perform in their own one woman show. The runway category is The Color Purple. Guest judges include Whoopi Goldberg. Crystal Methyd wins the challenge, Heidi N Closet is eliminated.",-
US12E12,US12,12,Viva Drag Vegas,2020-05-15,Record and perform a medley of songs from RuPaul's Drag Race Live in Las Vegas,Finale,"Design an over-the-top, one-of-a-kind showgirl headdress, that screams 'Viva Drag Vegas'.",Eleganza Extravaganza,S0134,main,Q0146,-,"A trip for two to Las Vegas, including airfare, accommodation, and tickets to see RuPaul's Drag Race Live","$5,000 cash prize","For the maxi challenge, the queens record and perform a medley of songs from RuPaul's Drag Race Live in Las Vegas. The runway category is Eleganza Extravaganza. Guest judges include Jamal Sims. Gigi Goode wins the challenge, Jackie Cox is eliminated.",-
US12E13,US12,13,Alone Together,2020-05-22,-,Clip Show,-,-,-,main,-,-,-,-,"In ""Alone Together,"" the queens take on the week's challenge.",-
US12E14,US12,14,Grand Finale,2020-05-29,-,Finale,-,-,S0135,main,-,-,-,-,"In ""Grand Finale,"" the queens take on the week's challenge.",-
US13E01,US13,1,The Pork Chop,2021-01-01,The queens face off in Lip Sync For Your Life battles,LaLaPaRuZa,-,-,-,main,-,-,-,-,The maxi challenge is the queens face off in Lip Sync For Your Life battles.,-
US13E02,US13,2,Condragulations,2021-01-08,"Write original lyrics and perform them for RuPaul's song ""Condragulations""",Song/Verse,Show off two runway ready looks in the categories Day Time Drama Mama and Night Time is the Right Time,Lamé you Stay,S0136,main,-,-,-,"$5,000","For the maxi challenge, the queens write original lyrics and perform them for RuPaul's song ""Condragulations"". The runway category is Lame you Stay. Guest judges include Jamal Sims.",-
US13E03,US13,3,Phenomenon,2021-01-15,"Write original lyrics and perform them for RuPaul's song ""Phenomenon""",Song/Verse,Show off two runway ready looks in the categories the Lady and the Vamp,"We’re Here, We’re Sheer, Get Used To It",S0137,main,-,-,-,"$5,000","For the maxi challenge, the queens write original lyrics and perform them for RuPaul's song ""Phenomenon"". The runway category is We're Here, We're Sheer, Get Used To It. Guest judges include Nicole Byer.",-
US13E04,US13,4,RuPaulmark Channel,2021-01-22,Overact in cheesy RuPaulmark holiday movies.,Acting,-,Trains for Days,S0138,main,Q0167,-,-,"$5,000",The maxi challenge: Overact in cheesy RuPaulmark holiday movies. The runway category is Trains for Days. Guest judges include Loni Love. Kahmora Hall is eliminated.,-
US13E05,US13,5,The Bag Ball,2021-01-29,Showcase three looks in The Bag Ball,Design,Baby Got Back: Who Is the Most Misbehaved Baby?,"Mixed Bag, Money Bags, Bag Ball Extravaganza",S0139,main,Q0166,-,"$2,500 gift card from FierceQueen.com","$5,000",The maxi challenge: Showcase three looks in The Bag Ball. Guest judges include Nicole Byer. Joey Jay is eliminated.,-
